Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
GCA_044716795.1_PDT002212155.1_genomic	100.0	0.08	Neural Network (Specific Model)	11	0.893	149419	300.54563997960224	1977701	0.35	1961	25	500548	
GCA_044773165.1_PDT002218391.1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.892	106345	300.2464338416134	2048640	0.35	2033	32	319996	
GCA_044832285.1_PDT002215317.1_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.894	34793	303.7723237597911	1948122	0.35	1915	107	101460	
GCA_044882185.1_PDT002213206.1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.892	193022	299.9970859640602	2074268	0.35	2059	27	257926	
GCA_044892045.1_PDT002212533.1_genomic	100.0	0.08	Neural Network (Specific Model)	11	0.892	297069	300.80765407554674	2032879	0.35	2012	20	649858	
GCA_045266485.1_PDT002487553.1_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.893	149352	303.24734446130503	2011930	0.35	1977	29	520018	
GCA_045285395.1_PDT002486732.1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.892	100722	299.801749271137	2072855	0.35	2058	44	264097	
GCA_047380525.1_ASM4738052v1_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.892	343017	306.7819472616633	2030595	0.35	1972	15	487342	
GCA_047386745.1_ASM4738674v1_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.89	79955	295.2170645446507	2247229	0.36	2262	48	164981	
GCF_000322685.1_ASM32268v1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.878	42506	294.3529698149951	2061175	0.35	2054	82	103100	
GCF_001399015.1_Child12-2_genomic	100.0	0.11	Neural Network (Specific Model)	11	0.89	40221	286.6918103448276	2237724	0.35	2320	173	140787	
GCF_001399095.1_Child14_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.889	86436	296.5095729013255	2035612	0.35	2037	86	243796	
GCF_001694425.1_ASM169442v1_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.886	91867	298.6576846307385	2022952	0.35	2004	55	166099	
GCF_022586025.1_ASM2258602v1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.89	193279	299.7795089707271	2137483	0.35	2118	26	503698	
GCF_027861855.1_ASM2786185v1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.889	99512	299.17164179104475	2160458	0.35	2144	39	334475	
GCF_033802965.1_ASM3380296v1_genomic	100.0	0.06	Neural Network (Specific Model)	11	0.891	95470	297.7901056676273	2084550	0.35	2082	43	213300	
GCF_042687475.1_ASM4268747v1_genomic	100.0	0.07	Neural Network (Specific Model)	11	0.889	218902	294.12982126058324	2107032	0.35	2126	153	524205	
GCF_042688405.1_ASM4268840v1_genomic	100.0	0.08	Neural Network (Specific Model)	11	0.889	240625	294.98833252309186	2044549	0.35	2057	120	662000	
GCF_046529655.1_ASM4652965v1_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.876	2055223	300.8503503503504	2055223	0.35	1998	1	2055223	
GCA_001102825.1_6630_6_3_genomic	100.0	0.08	Neural Network (Specific Model)	11	0.891	179784	303.26289434151226	2036609	0.35	1997	15	537863	
GCA_001880535.1_ASM188053v1_genomic	100.0	0.08	Neural Network (Specific Model)	11	0.888	95694	300.943741209564	2164126	0.35	2133	50	260136	
GCA_014875275.1_ASM1487527v1_genomic	99.99	0.1	Neural Network (Specific Model)	11	0.889	72201	292.5890346766635	2103573	0.35	2134	79	337031	
GCA_029526885.1_ASM2952688v1_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.89	91887	301.36507936507934	2108629	0.35	2079	46	260265	
GCA_029529865.1_ASM2952986v1_genomic	100.0	0.04	Neural Network (Specific Model)	11	0.889	77486	302.2899380066762	2134346	0.35	2097	66	166130	
GCA_029530235.1_ASM2953023v1_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.888	79059	297.0937352802638	2126429	0.35	2123	65	222638	
GCA_034584535.1_PDT001798167.1_genomic	100.0	0.11	Neural Network (Specific Model)	11	0.892	147921	301.590243902439	2075749	0.35	2050	30	457656	
GCA_034626225.1_PDT001794220.1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.895	219019	298.3783382789318	2019927	0.35	2022	54	340909	
GCA_042686755.1_ASM4268675v1_genomic	100.0	0.04	Neural Network (Specific Model)	11	0.889	112580	297.6451923076923	2085556	0.35	2080	74	218516	
GCA_042686795.1_ASM4268679v1_genomic	100.0	0.11	Neural Network (Specific Model)	11	0.887	93937	287.352241537054	2121190	0.35	2186	176	227582	
GCA_044853465.1_PDT002214191.1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.891	101405	301.65288412455334	1987174	0.35	1959	38	170896	
GCA_044883385.1_PDT002213146.1_genomic	99.99	0.11	Neural Network (Specific Model)	11	0.893	165942	300.9563708477938	2035523	0.35	2017	41	610222	
GCA_047441595.1_PDT002605129.1_genomic	100.0	0.09	Neural Network (Specific Model)	11	0.892	115069	303.4479371316306	2074932	0.35	2036	36	264240	
GCA_053550035.1_ASM5355003v1_genomic	100.0	0.06	Neural Network (Specific Model)	11	0.891	107215	298.3442234848485	2117796	0.35	2112	38	441218	
GCA_920938375.1_GCA_PHEGBS0401_genomic	100.0	0.06	Neural Network (Specific Model)	11	0.891	152780	298.08144126357354	2030137	0.35	2026	29	389536	
GCF_053545955.1_ASM5354595v1_genomic	100.0	0.08	Neural Network (Specific Model)	11	0.89	124738	296.47734859322844	2092184	0.35	2097	41	280830	
GCF_900073545.1_SA79_genomic	100.0	0.11	Neural Network (Specific Model)	11	0.89	35732	297.53346653346654	2004119	0.35	2002	129	114955	
GCA_014874885.1_ASM1487488v1_genomic	99.99	0.07	Neural Network (Specific Model)	11	0.893	14639	284.0355306217859	2036892	0.36	2139	298	52320	
GCA_027862885.1_ASM2786288v1_genomic	100.0	0.09	Neural Network (Specific Model)	11	0.888	79120	291.43629173989456	2236919	0.35	2276	76	218222	
GCA_034600015.1_PDT001797214.1_genomic	100.0	0.11	Neural Network (Specific Model)	11	0.894	54471	301.6191919191919	2000229	0.35	1980	81	101460	
GCA_043715825.1_PDT002395772.1_genomic	100.0	0.07	Neural Network (Specific Model)	11	0.896	44625	294.1665893271462	2118966	0.35	2155	90	97475	
GCA_044077365.1_PDT002224968.1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.892	383491	300.5827913956978	2018672	0.35	1999	26	650448	
GCA_044087055.1_PDT002224873.1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.891	383445	301.3933531746032	2042773	0.35	2016	21	666347	
GCA_044524785.1_PDT002219586.1_genomic	100.0	0.09	Neural Network (Specific Model)	11	0.89	101986	300.8113570741097	2102514	0.35	2078	48	205557	
GCA_044529445.1_PDT002219370.1_genomic	100.0	0.07	Neural Network (Specific Model)	11	0.893	82664	301.4064642507346	2064954	0.35	2042	44	321415	
GCA_044715495.1_PDT002212217.1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.892	382076	303.19558676028083	2029629	0.35	1994	21	666985	
GCA_044799595.1_PDT002217930.1_genomic	100.0	0.11	Neural Network (Specific Model)	11	0.891	232417	299.8963034085453	2100960	0.35	2083	26	487243	
GCA_044832825.1_PDT002215299.1_genomic	100.0	0.11	Neural Network (Specific Model)	11	0.891	91903	298.6216617210682	2028982	0.35	2022	50	260218	
GCA_044861345.1_PDT002213905.1_genomic	100.0	0.11	Neural Network (Specific Model)	11	0.893	210504	304.3910696761531	2079817	0.35	2038	22	628021	
GCA_047380085.1_ASM4738008v1_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.889	88368	293.5274483970136	2250201	0.35	2277	57	183666	
GCA_047392385.1_ASM4739238v1_genomic	100.0	0.08	Neural Network (Specific Model)	11	0.886	124640	295.219119734974	2107457	0.35	2113	54	229029	
GCA_052220565.1_ASM5222056v1_genomic	100.0	0.11	Neural Network (Specific Model)	11	0.892	229029	302.4375939849624	2025297	0.35	1995	18	550456	
GCA_053822715.1_PDT003010052.1_genomic	100.0	0.09	Neural Network (Specific Model)	11	0.893	62784	294.72476612506154	2008378	0.35	2031	84	166916	
GCA_900073725.1_SA91_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.887	40112	295.19350282485874	2117177	0.35	2124	144	84965	
GCA_900073875.1_VSA105_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.891	37604	294.12363808621507	2085449	0.35	2111	151	108905	
GCA_920937605.1_GCA_PHEGBS0122_genomic	100.0	0.07	Neural Network (Specific Model)	11	0.893	215508	300.8968452679019	2015634	0.35	1997	20	649976	
GCF_000288635.1_ASM28863v1_genomic	100.0	0.11	Neural Network (Specific Model)	11	0.886	42575	290.2021375464684	2111000	0.35	2152	95	101883	
GCF_001124065.1_6753_5_6_genomic	100.0	0.07	Neural Network (Specific Model)	11	0.891	384492	305.6201315123925	2031220	0.35	1977	17	685033	
GCF_013328665.1_ASM1332866v1_genomic	100.0	0.08	Neural Network (Specific Model)	11	0.89	179177	300.1896887159533	2078071	0.35	2056	58	514433	
GCF_042688475.1_ASM4268847v1_genomic	100.0	0.07	Neural Network (Specific Model)	11	0.89	119799	301.72824974411463	1984621	0.35	1954	85	311847	
GCF_053010165.1_ASM5301016v1_genomic	100.0	0.08	Neural Network (Specific Model)	11	0.893	383556	301.66231155778894	2013795	0.35	1990	13	650933	
GCF_900073165.1_SA118_genomic	100.0	0.08	Neural Network (Specific Model)	11	0.89	33513	294.7516401124648	2115590	0.35	2134	174	111565	
GCA_001018175.1_ASM101817v1_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.888	97045	299.3330034636319	2040902	0.35	2021	31	282338	
GCA_001694575.1_ASM169457v1_genomic	99.99	0.11	Neural Network (Specific Model)	11	0.891	133806	300.94319880418533	2030980	0.35	2007	45	313951	
GCA_006716245.1_ASM671624v1_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.875	2148904	301.17841726618707	2148904	0.36	2085	1	2148904	
GCA_027861915.1_ASM2786191v1_genomic	100.0	0.05	Neural Network (Specific Model)	11	0.89	476310	303.3712007972098	2049590	0.35	2007	24	584121	
GCA_029528195.1_ASM2952819v1_genomic	100.0	0.08	Neural Network (Specific Model)	11	0.89	89582	301.67502365184487	2146275	0.35	2114	54	240039	
GCA_029528545.1_ASM2952854v1_genomic	100.0	0.06	Neural Network (Specific Model)	11	0.89	94000	304.33620689655174	2019608	0.35	1972	44	223180	
GCA_034380435.1_PDT001861336.1_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.892	115810	300.9853372434018	2068163	0.35	2046	46	322137	
GCA_034456365.1_PDT001812342.2_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.892	100612	303.24598393574297	2028979	0.35	1992	47	197286	
GCA_044075275.1_PDT002225804.1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.892	320939	299.8497768963808	2030057	0.35	2017	21	650022	
GCA_044716555.1_PDT002212168.1_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.893	176723	302.66035856573706	2037910	0.35	2008	31	561191	
GCA_044719915.1_PDT002212024.1_genomic	100.0	0.09	Neural Network (Specific Model)	11	0.891	115809	300.09297820823247	2083311	0.35	2065	36	322396	
GCA_044804195.1_PDT002216957.1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.892	135927	300.21236816874404	2101646	0.35	2086	47	196360	
GCA_044833345.1_PDT002215275.1_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.892	149306	299.8683712121212	2125681	0.35	2112	36	277000	
GCA_044852685.1_PDT002214219.1_genomic	99.99	0.12	Neural Network (Specific Model)	11	0.891	193367	300.38759689922483	2082845	0.35	2064	23	651514	
GCA_044885465.1_PDT002213000.1_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.892	149303	300.44613124387854	2059426	0.35	2042	33	500546	
GCA_045269845.1_PDT002487400.1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.892	37984	298.60595703125	2053639	0.35	2048	107	101459	
GCA_045272175.1_PDT002487290.1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.894	40882	299.3436883629191	2033215	0.35	2028	100	121485	
GCA_045347325.1_PDT002494322.1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.892	149303	300.42232055063914	2051376	0.35	2034	31	500555	
GCA_047392525.1_ASM4739252v1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.887	95672	299.47717647058823	2147576	0.35	2125	37	313842	
GCA_055710285.1_ASM5571028v1_genomic	100.0	0.09	Neural Network (Specific Model)	11	0.884	82707	297.0019175455417	2099010	0.35	2086	54	228179	
GCA_900074185.1_VSA73_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.891	42229	294.2971563981043	2086059	0.35	2110	139	108905	
GCA_920938195.1_GCA_PHEGBS0237_genomic	100.0	0.11	Neural Network (Specific Model)	11	0.89	99729	302.6648568608095	2064441	0.35	2026	39	280309	
GCA_978042285.1_AMBV-1772_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.889	79917	298.87857802400737	2181420	0.35	2166	61	233884	
GCF_001015555.1_ASM101555v1_genomic	100.0	0.07	Neural Network (Specific Model)	11	0.892	189175	299.4612326043738	2022196	0.35	2012	15	488596	
GCF_008710435.1_ASM871043v1_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.889	102162	304.53656024716787	1992464	0.35	1942	38	280615	
GCF_022586035.1_ASM2258603v1_genomic	100.0	0.08	Neural Network (Specific Model)	11	0.889	116208	299.8395121951219	2070602	0.35	2050	37	288490	
GCF_025938555.1_ASM2593855v1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.888	124385	303.92154865002544	2012645	0.35	1963	38	280838	
GCF_027863095.1_ASM2786309v1_genomic	100.0	0.11	Neural Network (Specific Model)	11	0.889	102342	296.9350358422939	2232077	0.36	2232	42	240330	
GCA_001162145.1_6630_7_1_genomic	100.0	0.08	Neural Network (Specific Model)	11	0.892	159276	306.75352822580646	2043618	0.35	1984	15	438461	
GCA_002073695.2_ASM207369v2_genomic	100.0	0.11	Neural Network (Specific Model)	11	0.879	2218698	303.190032603633	2218698	0.36	2147	1	2218698	
GCA_029525235.1_ASM2952523v1_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.89	91887	301.12926477654975	2108333	0.35	2081	46	260265	
GCA_030212235.1_ASM3021223v1_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.891	180687	293.15806754221387	2100518	0.36	2132	103	471599	
GCA_034449505.1_PDT001812658.1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.892	383651	301.7133534136546	2018797	0.35	1992	18	649775	
GCA_043111065.1_PDT002224560.1_genomic	100.0	0.11	Neural Network (Specific Model)	11	0.892	712862	307.10368066355625	1989269	0.35	1929	15	733345	
GCA_044490485.1_PDT002220539.1_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.892	105665	298.61185185185184	2030888	0.35	2025	38	196263	
GCA_044887385.1_PDT002212824.1_genomic	100.0	0.11	Neural Network (Specific Model)	11	0.892	113683	303.8434826371414	2026757	0.35	1987	41	322265	
GCA_045285995.1_PDT002486608.1_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.892	126006	300.3434146341463	2066813	0.35	2050	37	260254	
GCA_045293275.1_PDT002486203.1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.892	187339	305.3230452674897	1993840	0.35	1944	23	562717	
GCA_045294535.1_PDT002486130.1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.893	103111	302.20076481835565	2121400	0.35	2092	43	349368	
GCA_053398685.1_PDT002976651.1_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.892	184689	304.0654107796965	1950458	0.35	1911	27	583026	
GCA_900074005.1_VSA118_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.892	33473	293.67980997624704	2074900	0.35	2105	166	81348	
GCF_000290015.1_ASM29001v1_genomic	100.0	0.04	Neural Network (Specific Model)	11	0.891	221365	300.8757225433526	2098717	0.35	2076	24	534986	
GCF_001110105.1_6753_5_18_genomic	99.99	0.06	Neural Network (Specific Model)	11	0.89	588145	301.9313725490196	2071550	0.35	2040	14	728602	
GCF_001398955.1_Child11-2_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.889	81286	297.37974075852134	2085865	0.35	2083	95	260496	
GCF_001399375.1_Mother19_genomic	100.0	0.09	Neural Network (Specific Model)	11	0.89	80843	300.13920881321985	2016297	0.35	1997	93	243671	
GCF_042687375.1_ASM4268737v1_genomic	100.0	0.05	Neural Network (Specific Model)	11	0.889	267730	291.0868555503948	2112258	0.35	2153	141	443279	
GCF_051415895.1_ASM5141589v1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.872	2069706	294.1289537712896	2075641	0.36	2055	2	2069706	
GCF_053009485.1_ASM5300948v1_genomic	100.0	0.07	Neural Network (Specific Model)	11	0.892	383592	306.54781704781703	1981703	0.35	1924	15	644840	
GCF_053546155.1_ASM5354615v1_genomic	100.0	0.11	Neural Network (Specific Model)	11	0.889	69984	296.99900793650795	2016268	0.35	2016	69	205904	
GCF_053549865.1_ASM5354986v1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.888	115542	294.0913393279697	2096321	0.35	2113	43	260971	
GCF_900073275.1_SA325_genomic	100.0	0.11	Neural Network (Specific Model)	11	0.893	40094	296.5176415970288	2141177	0.35	2154	141	138637	
GCF_900073445.1_SA195_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.893	40094	296.8559479553903	2142570	0.35	2152	145	112510	
GCF_900074305.1_VSA81_genomic	100.0	0.11	Neural Network (Specific Model)	11	0.892	43591	294.1756628787879	2086591	0.35	2112	145	108907	
GCA_001016195.1_ASM101619v1_genomic	99.99	0.11	Neural Network (Specific Model)	11	0.893	105402	299.2191459408728	2139667	0.35	2131	34	193921	
GCA_001016335.1_ASM101633v1_genomic	100.0	0.11	Neural Network (Specific Model)	11	0.889	89929	298.89841116995666	2090852	0.35	2077	34	237310	
GCA_014875455.1_ASM1487545v1_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.886	41043	295.698986975398	2071450	0.35	2073	122	101918	
GCA_027862575.1_ASM2786257v1_genomic	100.0	0.11	Neural Network (Specific Model)	11	0.889	139150	301.7241208519069	2053124	0.35	2019	34	280489	
GCA_029527475.1_ASM2952747v1_genomic	100.0	0.08	Neural Network (Specific Model)	11	0.889	91887	300.2041198501873	2159975	0.35	2136	47	223105	
GCA_034458785.1_PDT001812232.1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.893	227587	307.72153928380544	1930237	0.35	1871	21	477957	
GCA_034501655.1_PDT001799971.1_genomic	100.0	0.11	Neural Network (Specific Model)	11	0.89	103381	299.9904716531682	2119539	0.35	2099	45	232787	
GCA_041451225.1_ASM4145122v1_genomic	100.0	0.09	Neural Network (Specific Model)	11	0.893	94703	300.9289644822411	2016855	0.35	1999	35	311699	
GCA_043127625.1_PDT002226320.1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.895	40883	300.0595893840761	2005084	0.35	1997	99	101461	
GCA_044088095.1_PDT002224473.1_genomic	100.0	0.11	Neural Network (Specific Model)	11	0.893	100415	304.9434850863422	1954390	0.35	1911	34	254229	
GCA_044794555.1_PDT002216656.1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.892	334582	300.3095591877167	2035884	0.35	2019	21	650693	
GCA_044837685.1_PDT002215102.1_genomic	100.0	0.09	Neural Network (Specific Model)	11	0.892	116361	300.3523114355231	2072985	0.35	2055	40	322120	
GCA_044855125.1_PDT002214137.1_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.892	187345	302.4321357285429	2034898	0.35	2004	36	628019	
GCA_045283415.1_PDT002486831.1_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.892	320942	302.6813131313131	2012388	0.35	1980	22	538664	
GCA_047389965.1_ASM4738996v1_genomic	100.0	0.09	Neural Network (Specific Model)	11	0.887	82663	299.57114228456913	2019506	0.35	1996	47	229265	
GCA_900073945.1_VSA113_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.891	42230	294.0260416666667	2085810	0.35	2112	144	108905	
GCA_900074265.1_VSA78_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.892	42457	294.6642823080591	2074676	0.35	2097	141	108907	
GCF_002135505.1_ASM213550v1_genomic	99.99	0.1	Neural Network (Specific Model)	11	0.888	109120	285.40093896713614	2049911	0.35	2130	50	280544	
GCF_011379465.1_ASM1137946v1_genomic	100.0	0.09	Neural Network (Specific Model)	11	0.893	121516	302.7453294001967	2065551	0.35	2034	34	399992	
GCF_042686665.1_ASM4268666v1_genomic	100.0	0.06	Neural Network (Specific Model)	11	0.887	218819	291.42433234421367	1988974	0.35	2022	149	415594	
GCF_049678225.1_ASM4967822v1_genomic	99.99	0.06	Neural Network (Specific Model)	11	0.878	1951859	311.3944504896627	1951859	0.35	1838	1	1951859	
GCF_053546175.1_ASM5354617v1_genomic	100.0	0.09	Neural Network (Specific Model)	11	0.89	153461	300.57696177062377	2011697	0.35	1988	27	347709	
GCF_900074655.1_mad60_genomic	100.0	0.09	Neural Network (Specific Model)	11	0.893	63825	297.121155638397	2139173	0.35	2146	96	223877	
GCF_949788945.1_23495_7_344_h_nanopore_genomic	99.99	0.1	Neural Network (Specific Model)	11	0.877	2088496	301.13681102362204	2088496	0.36	2032	1	2088496	
GCA_001016965.1_ASM101696v1_genomic	100.0	0.11	Neural Network (Specific Model)	11	0.889	80464	296.18419800095194	2097098	0.35	2101	36	209120	
GCA_001399395.1_Child19-1_genomic	100.0	0.09	Neural Network (Specific Model)	11	0.891	86975	300.7230846269404	2019602	0.35	1997	80	243671	
GCA_002239345.1_ASM223934v1_genomic	100.0	0.09	Neural Network (Specific Model)	11	0.893	245434	300.34790785143394	2142149	0.36	2127	26	505222	
GCA_025938435.1_ASM2593843v1_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.888	106162	298.4210268948655	2059121	0.35	2045	41	196354	
GCA_029525015.1_ASM2952501v1_genomic	100.0	0.11	Neural Network (Specific Model)	11	0.893	103025	299.75540605478136	2091769	0.35	2081	33	267132	
GCA_029527495.1_ASM2952749v1_genomic	99.99	0.09	Neural Network (Specific Model)	11	0.893	132725	305.6987146529563	1993610	0.35	1945	28	410203	
GCA_034603855.1_PDT001797006.1_genomic	100.0	0.11	Neural Network (Specific Model)	11	0.89	124449	297.4437022900763	2098214	0.35	2096	32	260942	
GCA_034626085.1_PDT001794232.1_genomic	100.0	0.08	Neural Network (Specific Model)	11	0.893	102370	297.4156358238496	2014677	0.35	2021	40	306130	
GCA_037081565.1_ASM3708156v1_genomic	99.99	0.1	Neural Network (Specific Model)	11	0.891	427950	307.2590811965812	1932706	0.35	1872	23	723961	
GCA_042687045.1_ASM4268704v1_genomic	100.0	0.02	Neural Network (Specific Model)	11	0.89	156361	291.3053613053613	2103108	0.35	2145	134	426975	
GCA_043100405.1_PDT002221052.1_genomic	100.0	0.09	Neural Network (Specific Model)	11	0.893	121745	297.99573055028463	2105647	0.35	2108	32	386013	
GCA_043131865.1_PDT002226082.1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.894	174847	303.5686367969495	2133802	0.35	2098	30	253432	
GCA_044074425.1_PDT002225863.1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.891	177119	302.27213930348256	2043229	0.35	2010	29	628294	
GCA_044092895.1_PDT002224212.1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.892	149303	300.04761904761904	2052018	0.35	2037	32	500418	
GCA_044118445.1_PDT002223940.1_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.894	124573	300.46582397003743	2150954	0.35	2136	25	361248	
GCA_044786265.1_PDT002217484.1_genomic	100.0	0.08	Neural Network (Specific Model)	11	0.895	79483	299.2564855604503	2046032	0.35	2043	70	199021	
GCA_044832345.1_PDT002215326.1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.894	116428	302.1675152749491	1988607	0.35	1964	21	538164	
GCA_044834645.1_PDT002215211.1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.892	147023	302.4107760751359	2053825	0.35	2023	29	605100	
GCA_045271545.1_PDT002487321.1_genomic	99.99	0.12	Neural Network (Specific Model)	11	0.892	202233	303.12067209775967	1999398	0.35	1964	24	667001	
GCA_900073825.1_VSA100_genomic	100.0	0.11	Neural Network (Specific Model)	11	0.892	39874	294.09052132701424	2084144	0.35	2110	142	108907	
GCF_000007265.1_ASM726v1_genomic	100.0	0.11	Neural Network (Specific Model)	11	0.876	2160267	300.179012345679	2160267	0.36	2106	1	2160267	
GCF_001694255.1_ASM169425v1_genomic	99.99	0.11	Neural Network (Specific Model)	11	0.891	133806	301.3091908091908	2028785	0.35	2002	46	271792	
GCF_029011195.1_ASM2901119v1_genomic	99.99	0.06	Neural Network (Specific Model)	11	0.877	2090147	298.1606621226874	2090147	0.36	2054	1	2090147	
GCA_006543135.1_ASM654313v1_genomic	100.0	0.05	Neural Network (Specific Model)	11	0.896	179266	304.6577114427861	2047342	0.35	2010	34	679841	
GCA_009771985.1_ASM977198v1_genomic	99.99	0.11	Neural Network (Specific Model)	11	0.891	283945	299.9103350637093	2136329	0.35	2119	28	619816	
GCA_013325805.1_ASM1332580v1_genomic	100.0	0.08	Neural Network (Specific Model)	11	0.89	193286	301.3815595880333	2069229	0.35	2039	37	483439	
GCA_020297195.1_ASM2029719v1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.889	125349	304.73329933707294	2012894	0.35	1961	27	655329	
GCA_023149175.1_ASM2314917v1_genomic	100.0	0.08	Neural Network (Specific Model)	11	0.889	88192	298.50172498767864	2041461	0.35	2029	78	162518	
GCA_025402735.1_ASM2540273v1_genomic	100.0	0.03	Neural Network (Specific Model)	11	0.878	2013792	303.90684508492023	2013792	0.35	1943	1	2013792	
GCA_034383275.1_PDT001861192.1_genomic	100.0	0.09	Neural Network (Specific Model)	11	0.892	67008	297.1756025577964	2028717	0.35	2033	54	177398	
GCA_034608375.1_PDT001796766.1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.893	320750	305.6798336798337	1972085	0.35	1924	21	604186	
GCA_044069015.1_ASM4406901v1_genomic	100.0	0.11	Neural Network (Specific Model)	11	0.891	122277	298.29816069699905	2072788	0.35	2066	29	397867	
GCA_044422545.1_PDT002221652.1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.892	149302	300.3102261553589	2050321	0.35	2034	32	350701	
GCA_044726905.1_PDT002211751.1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.891	312603	301.47875494071144	2050630	0.35	2024	24	383028	
GCA_044806685.1_PDT002216775.1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.889	114863	302.1557417447018	2065065	0.35	2029	36	341793	
GCA_044832185.1_PDT002215329.1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.892	175390	301.9488071570577	2039860	0.35	2012	26	667361	
GCA_044834165.1_PDT002215234.1_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.893	67529	299.9931773879142	2064412	0.35	2052	57	202259	
GCA_045280095.1_PDT002486975.1_genomic	100.0	0.09	Neural Network (Specific Model)	11	0.893	203344	303.5269250125818	2022395	0.35	1987	23	479759	
GCA_047391885.1_ASM4739188v1_genomic	100.0	0.08	Neural Network (Specific Model)	11	0.885	63975	288.1476923076923	2217821	0.36	2275	92	172196	
GCA_052522365.1_PDT002911903.1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.893	132829	300.2202884137245	2024609	0.35	2011	26	649897	
GCA_053010085.1_ASM5301008v1_genomic	100.0	0.09	Neural Network (Specific Model)	11	0.892	134374	302.35488575595525	2088312	0.35	2057	34	318969	
