Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
GCA_043105045.1_PDT002221945.1_genomic	100.0	0.71	Neural Network (Specific Model)	11	0.891	193159	296.28877005347596	2235390	0.35	2244	25	424447	None
GCA_043105865.1_PDT002221913.1_genomic	100.0	0.32	Neural Network (Specific Model)	11	0.893	41134	297.9755160825732	2080842	0.35	2083	100	103633	None
GCA_043108025.1_PDT002221811.1_genomic	100.0	0.46	Neural Network (Specific Model)	11	0.889	162538	300.03381869422265	2152913	0.35	2129	31	500504	None
GCA_043113485.1_PDT002224358.1_genomic	100.0	0.31	Neural Network (Specific Model)	11	0.891	100376	301.74517374517376	2101188	0.35	2072	41	247556	None
GCA_043119085.1_PDT002224740.1_genomic	100.0	0.23	Neural Network (Specific Model)	11	0.894	88198	299.2050561797753	2141389	0.35	2136	48	324429	None
GCA_043121445.1_PDT002225082.1_genomic	100.0	0.3	Neural Network (Specific Model)	11	0.892	91325	298.8035961272476	2175981	0.35	2169	37	257579	None
GCA_043124245.1_PDT002226346.1_genomic	100.0	0.17	Neural Network (Specific Model)	11	0.891	263723	300.553416746872	2099867	0.35	2078	20	940616	None
GCA_043125225.1_PDT002226500.1_genomic	100.0	0.16	Neural Network (Specific Model)	11	0.893	61103	300.43503368623675	2092836	0.35	2078	50	218757	None
GCA_043127425.1_PDT002226350.1_genomic	100.0	0.14	Neural Network (Specific Model)	11	0.892	126425	299.2717497556207	2055060	0.35	2046	33	218499	None
GCA_043128445.1_PDT002226472.1_genomic	100.0	0.49	Neural Network (Specific Model)	11	0.893	167456	301.6741519350215	2116760	0.35	2093	33	341931	None
GCA_043129705.1_PDT002226203.1_genomic	99.99	0.16	Neural Network (Specific Model)	11	0.893	140865	300.0827718960539	2091463	0.35	2078	41	610388	None
GCA_043130485.1_PDT002226416.1_genomic	100.0	0.88	Neural Network (Specific Model)	11	0.891	119298	297.2047169811321	2118538	0.35	2120	37	518469	None
GCA_043131465.1_PDT002226339.1_genomic	100.0	0.34	Neural Network (Specific Model)	11	0.894	326755	307.55943025540273	2099040	0.35	2036	21	603982	None
GCA_043156175.1_PDT002221125.1_genomic	100.0	0.2	Neural Network (Specific Model)	11	0.893	179551	300.96003851709196	2095503	0.35	2077	23	650331	None
GCA_043710765.1_PDT002395793.1_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.894	32760	293.3481781376518	2185198	0.35	2223	122	128170	None
GCA_043713065.1_PDT002395263.1_genomic	100.0	0.29	Neural Network (Specific Model)	11	0.892	396250	299.96918767507003	2158294	0.35	2142	13	1018976	None
GCA_043867855.1_PDT002395678.1_genomic	100.0	0.18	Neural Network (Specific Model)	11	0.894	149305	299.50189573459716	2116941	0.35	2110	33	268513	None
GCA_044030115.1_PDT002224012.1_genomic	100.0	0.64	Neural Network (Specific Model)	11	0.892	90952	300.93376264949404	2196099	0.35	2174	40	264099	None
GCA_044088515.1_PDT002224377.1_genomic	100.0	0.2	Neural Network (Specific Model)	11	0.891	91708	297.1790900290416	2064282	0.35	2066	74	205564	None
GCA_044096425.1_PDT002224122.1_genomic	100.0	0.13	Neural Network (Specific Model)	11	0.893	187838	301.43093922651934	2012509	0.35	1991	22	650945	None
GCA_044098105.1_PDT002224094.1_genomic	100.0	0.18	Neural Network (Specific Model)	11	0.89	125322	299.43648847474253	2053916	0.35	2039	38	280714	None
GCA_044098825.1_PDT002224059.1_genomic	100.0	0.53	Neural Network (Specific Model)	11	0.893	270615	307.65729166666665	1981479	0.35	1920	20	452740	None
GCA_044119485.1_PDT002223900.1_genomic	100.0	0.83	Neural Network (Specific Model)	11	0.894	72278	297.87263497923396	2162629	0.35	2167	58	187963	None
GCA_044421405.1_PDT002221709.1_genomic	100.0	0.31	Neural Network (Specific Model)	11	0.892	92883	300.18013856812934	2183291	0.35	2165	34	413756	None
GCA_044424005.1_PDT002220924.1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.891	181020	299.6365841824357	2075162	0.35	2061	29	277034	None
GCA_044487105.1_PDT002220635.1_genomic	100.0	0.14	Neural Network (Specific Model)	11	0.892	149418	300.9684418145957	2048362	0.35	2028	29	512000	None
GCA_044494665.1_PDT002220378.1_genomic	100.0	0.51	Neural Network (Specific Model)	11	0.891	119198	301.3574744661096	2182775	0.35	2154	30	281201	None
GCA_044498985.1_PDT002220093.1_genomic	100.0	0.38	Neural Network (Specific Model)	11	0.892	167456	300.39872486512996	2055866	0.35	2039	32	341866	None
GCA_044499185.1_PDT002220084.1_genomic	100.0	0.27	Neural Network (Specific Model)	11	0.891	177738	303.10265398097147	2034524	0.35	1997	19	525609	None
GCA_044501985.1_PDT002219962.1_genomic	100.0	0.95	Neural Network (Specific Model)	11	0.893	41784	301.86345966958214	2083284	0.35	2058	95	101461	None
GCA_044503335.1_PDT002219893.1_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.894	193139	300.4850071394574	2115346	0.35	2101	31	260712	None
GCA_044516125.1_PDT002219804.1_genomic	100.0	0.13	Neural Network (Specific Model)	11	0.892	294290	307.1502564102564	2011338	0.35	1950	25	628604	None
GCA_044518165.1_PDT002219778.1_genomic	100.0	0.41	Neural Network (Specific Model)	11	0.892	193142	300.4499267220322	2065437	0.35	2047	34	341800	None
GCA_044522265.1_PDT002219662.1_genomic	100.0	3.58	Neural Network (Specific Model)	11	0.892	180509	304.92730844793715	2084132	0.35	2036	30	535400	None
GCA_044524705.1_PDT002219590.1_genomic	100.0	0.16	Neural Network (Specific Model)	11	0.891	509443	300.7425944841675	1979533	0.35	1958	18	582686	None
GCA_044524765.1_PDT002219587.1_genomic	100.0	0.41	Neural Network (Specific Model)	11	0.89	218070	301.88470588235293	2159677	0.35	2125	30	388950	None
GCA_044531845.1_PDT002219301.1_genomic	100.0	0.24	Neural Network (Specific Model)	11	0.893	40883	298.06608779546553	2071121	0.35	2073	98	110627	None
GCA_044534125.1_PDT002219205.1_genomic	100.0	1.15	Neural Network (Specific Model)	11	0.891	136181	297.7379729098552	2141924	0.35	2141	64	244982	None
GCA_044534205.1_PDT002219201.1_genomic	100.0	0.32	Neural Network (Specific Model)	11	0.892	184277	302.4264705882353	2072561	0.35	2040	22	370492	None
GCA_044543805.1_PDT002219100.1_genomic	100.0	0.36	Neural Network (Specific Model)	11	0.891	195802	299.1535150645624	2101444	0.35	2091	21	651405	None
GCA_044544105.1_PDT002219094.1_genomic	100.0	0.48	Neural Network (Specific Model)	11	0.889	310717	300.0585754451734	2155931	0.35	2134	30	439875	None
GCA_044551885.1_PDT002218586.1_genomic	100.0	6.87	Neural Network (Specific Model)	11	0.892	320909	301.49110807113544	2220003	0.35	2193	21	675597	None
GCA_044552955.1_PDT002218557.1_genomic	100.0	0.35	Neural Network (Specific Model)	11	0.891	179535	302.38861629048085	2070767	0.35	2038	19	425556	None
GCA_044556065.1_PDT002218427.1_genomic	100.0	0.17	Neural Network (Specific Model)	11	0.893	156620	293.578302315025	2170178	0.35	2203	44	396547	None
GCA_044715275.1_PDT002212230.1_genomic	100.0	0.14	Neural Network (Specific Model)	11	0.892	126002	301.76197836166926	1967312	0.35	1941	31	262101	None
GCA_044717095.1_PDT002212124.1_genomic	100.0	0.38	Neural Network (Specific Model)	11	0.892	125563	302.2514619883041	2082505	0.35	2052	30	436363	None
GCA_044721665.1_PDT002212007.1_genomic	100.0	0.59	Neural Network (Specific Model)	11	0.891	153902	299.86376021798367	2218574	0.35	2202	27	398592	None
GCA_044721745.1_PDT002212005.1_genomic	100.0	0.35	Neural Network (Specific Model)	11	0.891	155250	303.2297097884899	2071849	0.35	2033	21	474175	None
GCA_044721855.1_PDT002212002.1_genomic	100.0	0.44	Neural Network (Specific Model)	11	0.892	160854	303.84267990074443	2054929	0.35	2015	21	465062	None
GCA_044773005.1_PDT002218411.1_genomic	100.0	0.54	Neural Network (Specific Model)	11	0.894	41049	300.03636363636366	2046138	0.35	2035	99	115066	None
GCA_044773085.1_PDT002218401.1_genomic	100.0	0.14	Neural Network (Specific Model)	11	0.893	149417	297.9710843373494	2074108	0.35	2075	33	404427	None
GCA_044777055.1_PDT002217951.1_genomic	100.0	0.28	Neural Network (Specific Model)	11	0.892	90981	295.8565610859728	2194896	0.35	2210	52	208774	None
GCA_044787585.1_PDT002217383.1_genomic	100.0	0.45	Neural Network (Specific Model)	11	0.893	183243	303.6814115308151	2050082	0.35	2012	24	341228	None
GCA_044787655.1_PDT002217377.1_genomic	100.0	0.36	Neural Network (Specific Model)	11	0.891	64738	303.9528822055138	2038590	0.35	1995	51	205601	None
GCA_044788655.1_PDT002217276.1_genomic	100.0	0.47	Neural Network (Specific Model)	11	0.892	122482	303.8576406172225	2050314	0.35	2009	24	321867	None
GCA_044790545.1_PDT002217100.1_genomic	100.0	0.27	Neural Network (Specific Model)	11	0.891	174379	301.50845864661653	2155531	0.35	2128	32	537081	None
GCA_044793025.1_PDT002216810.1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.892	235631	301.4320802005013	2018138	0.35	1995	22	564714	None
GCA_044793995.1_PDT002216697.1_genomic	100.0	0.34	Neural Network (Specific Model)	11	0.893	160853	303.1179912237933	2085919	0.35	2051	23	341078	None
GCA_044795585.1_PDT002218352.1_genomic	100.0	0.17	Neural Network (Specific Model)	11	0.891	101442	298.9593495934959	2100455	0.35	2091	40	265399	None
GCA_044796025.1_PDT002218305.1_genomic	100.0	0.38	Neural Network (Specific Model)	11	0.893	118535	303.92107843137256	2079654	0.35	2040	27	341078	None
GCA_044796715.1_PDT002218219.1_genomic	100.0	0.18	Neural Network (Specific Model)	11	0.888	97286	297.8935860058309	2066745	0.35	2058	44	192409	None
GCA_044796895.1_PDT002218178.1_genomic	100.0	0.39	Neural Network (Specific Model)	11	0.893	144386	295.1777875329236	2254422	0.35	2278	31	371069	None
GCA_044798205.1_PDT002218048.1_genomic	100.0	0.19	Neural Network (Specific Model)	11	0.891	91709	302.01509054325953	2018800	0.35	1988	36	260449	None
GCA_044798445.1_PDT002216613.1_genomic	100.0	0.4	Neural Network (Specific Model)	11	0.89	119209	302.32358771060456	2053019	0.35	2018	29	303593	None
GCA_044800495.1_PDT002217400.1_genomic	100.0	0.21	Neural Network (Specific Model)	11	0.896	286711	303.28920371275035	2075944	0.35	2047	16	530287	None
GCA_044801745.1_PDT002217279.1_genomic	100.0	0.5	Neural Network (Specific Model)	11	0.892	245380	304.56636320076666	2133765	0.35	2087	25	348826	None
GCA_044802505.1_PDT002217200.1_genomic	100.0	0.57	Neural Network (Specific Model)	11	0.892	193736	299.5253308991328	2204572	0.35	2191	31	370872	None
GCA_044802565.1_PDT002217193.1_genomic	100.0	0.47	Neural Network (Specific Model)	11	0.89	149873	296.34114942528737	2168257	0.35	2175	30	368688	None
GCA_044803555.1_PDT002217091.1_genomic	100.0	0.18	Neural Network (Specific Model)	11	0.889	126020	296.8547838756678	2058841	0.35	2059	38	260292	None
GCA_044803875.1_PDT002216994.1_genomic	100.0	0.98	Neural Network (Specific Model)	11	0.894	41135	305.3038277511962	2137254	0.35	2090	97	124174	None
GCA_044807495.1_PDT002216707.1_genomic	100.0	0.19	Neural Network (Specific Model)	11	0.891	98176	303.2866565195332	2008839	0.35	1971	40	260347	None
GCA_044810745.1_PDT002217648.1_genomic	100.0	0.35	Neural Network (Specific Model)	11	0.889	175907	302.15459406903256	2093884	0.35	2057	26	405431	None
GCA_044811855.1_PDT002217584.1_genomic	100.0	0.38	Neural Network (Specific Model)	11	0.89	91365	293.10560146923785	2147315	0.35	2178	42	344782	None
GCA_044812175.1_PDT002217531.1_genomic	100.0	0.15	Neural Network (Specific Model)	11	0.892	294285	301.0240615976901	2101174	0.35	2078	24	606930	None
GCA_044812875.1_PDT002217594.1_genomic	100.0	0.37	Neural Network (Specific Model)	11	0.89	125814	301.56898238747556	2074960	0.35	2044	25	599011	None
GCA_044828345.1_PDT002215412.1_genomic	100.0	0.14	Neural Network (Specific Model)	11	0.89	263742	301.1804660386713	2043853	0.35	2017	28	466900	None
GCA_044832305.1_PDT002215316.1_genomic	100.0	0.15	Neural Network (Specific Model)	11	0.893	187130	304.6584182435711	2106798	0.35	2061	39	657137	None
GCA_044834705.1_PDT002215187.1_genomic	100.0	0.45	Neural Network (Specific Model)	11	0.891	115806	303.0501968503937	2070915	0.35	2032	27	341231	None
GCA_044835985.1_PDT002215133.1_genomic	100.0	0.55	Neural Network (Specific Model)	11	0.892	229649	303.12609117361785	2099848	0.35	2062	31	353328	None
GCA_044837565.1_PDT002215108.1_genomic	100.0	0.49	Neural Network (Specific Model)	11	0.888	101448	301.7253071253071	2071136	0.35	2035	33	468145	None
GCA_044842945.1_PDT002214912.1_genomic	100.0	0.15	Neural Network (Specific Model)	11	0.894	123831	301.1612599905971	2146216	0.35	2127	22	290949	None
GCA_044852045.1_PDT002214250.1_genomic	100.0	0.58	Neural Network (Specific Model)	11	0.892	78917	296.05963506898087	2233454	0.35	2247	41	300045	None
GCA_044857145.1_PDT002214091.1_genomic	100.0	0.38	Neural Network (Specific Model)	11	0.891	170255	302.74657534246575	2079055	0.35	2044	26	558387	None
GCA_044861625.1_PDT002213892.1_genomic	100.0	0.56	Neural Network (Specific Model)	11	0.893	41134	304.0035696073432	1999244	0.35	1961	105	121499	None
GCA_044878945.1_PDT002213632.1_genomic	100.0	0.19	Neural Network (Specific Model)	11	0.894	149547	298.1342412451362	2053529	0.35	2056	35	392595	None
GCA_044879935.1_PDT002213596.1_genomic	100.0	0.14	Neural Network (Specific Model)	11	0.892	121790	298.75048076923076	2085313	0.35	2080	36	268513	None
GCA_044880705.1_PDT002213351.1_genomic	99.99	0.13	Neural Network (Specific Model)	11	0.891	105665	293.66412940057086	2074882	0.35	2102	52	195901	None
GCA_044882765.1_PDT002213178.1_genomic	100.0	0.99	Neural Network (Specific Model)	11	0.894	41793	302.1205505457997	2132421	0.35	2107	93	101459	None
GCA_044885085.1_PDT002213019.1_genomic	100.0	0.4	Neural Network (Specific Model)	11	0.889	160410	296.66996848266547	2219521	0.36	2221	43	275363	None
GCA_044885885.1_PDT002212973.1_genomic	100.0	0.29	Neural Network (Specific Model)	11	0.89	102928	303.0317002881844	2122516	0.36	2082	44	265987	None
GCA_044886605.1_PDT002212873.1_genomic	100.0	0.42	Neural Network (Specific Model)	11	0.892	160854	303.4769001490313	2050615	0.35	2013	26	413669	None
GCA_045264065.1_PDT002487675.1_genomic	100.0	0.43	Neural Network (Specific Model)	11	0.891	179168	303.48956262425446	2051606	0.35	2012	27	641436	None
GCA_045266425.1_PDT002487558.1_genomic	100.0	0.34	Neural Network (Specific Model)	11	0.891	125806	303.89331366765	2077344	0.35	2034	29	266929	None
GCA_045268825.1_PDT002487439.1_genomic	100.0	0.39	Neural Network (Specific Model)	11	0.892	111723	303.1658607350097	2104715	0.35	2068	37	341029	None
GCA_045273195.1_PDT002487240.1_genomic	100.0	0.64	Neural Network (Specific Model)	11	0.892	93186	297.2343397926994	2214026	0.35	2219	35	300046	None
GCA_045283375.1_PDT002486836.1_genomic	100.0	0.19	Neural Network (Specific Model)	11	0.895	344342	305.1103344982526	2046151	0.35	2003	22	711120	None
GCA_045290225.1_PDT002486365.1_genomic	100.0	0.34	Neural Network (Specific Model)	11	0.893	237038	304.6949654491609	2071723	0.35	2026	29	368885	None
GCA_045293695.1_PDT002486179.1_genomic	100.0	0.2	Neural Network (Specific Model)	11	0.892	91706	297.14074074074074	2020465	0.35	2025	43	280576	None
GCA_045294415.1_PDT002486136.1_genomic	100.0	0.34	Neural Network (Specific Model)	11	0.893	199766	300.918024691358	2044423	0.35	2025	22	668996	None
GCA_045296815.1_PDT002485991.1_genomic	100.0	0.65	Neural Network (Specific Model)	11	0.891	125483	301.4125058329445	2170411	0.35	2143	39	260279	None
GCA_045300695.1_PDT002485765.1_genomic	100.0	0.44	Neural Network (Specific Model)	11	0.891	198272	294.2042440318302	2237641	0.35	2262	63	370856	None
GCA_045341815.1_PDT002494770.1_genomic	100.0	0.39	Neural Network (Specific Model)	11	0.892	155241	303.4192747143567	2051401	0.35	2013	28	341236	None
GCA_045343095.1_PDT002494674.1_genomic	100.0	0.3	Neural Network (Specific Model)	11	0.89	172050	302.5711519845111	2104021	0.35	2066	32	302595	None
GCA_045499735.1_PDT002494755.1_genomic	100.0	0.26	Neural Network (Specific Model)	11	0.892	264639	301.98793363499243	2016845	0.35	1989	23	446326	None
GCA_045499875.1_PDT002494680.1_genomic	100.0	5.33	Neural Network (Specific Model)	11	0.889	266133	303.48035547240414	2186142	0.35	2138	30	363546	None
GCA_045510245.1_PDT002486528.1_genomic	100.0	0.31	Neural Network (Specific Model)	11	0.891	218101	303.7479879275654	2029927	0.35	1988	27	368893	None
GCA_045517455.1_PDT002486414.1_genomic	100.0	0.11	Neural Network (Specific Model)	11	0.893	248474	305.92468619246864	1962830	0.35	1912	21	383618	None
GCA_047378385.1_ASM4737838v1_genomic	100.0	0.27	Neural Network (Specific Model)	11	0.889	55194	290.23410404624275	2367650	0.36	2422	69	128824	None
GCA_047379685.1_ASM4737968v1_genomic	100.0	0.18	Neural Network (Specific Model)	11	0.888	71125	297.0519877675841	2292202	0.36	2289	48	174855	None
GCA_047379725.1_ASM4737972v1_genomic	100.0	0.27	Neural Network (Specific Model)	11	0.888	80898	302.4478873239437	2171660	0.36	2130	45	224458	None
GCA_047379885.1_ASM4737988v1_genomic	100.0	0.16	Neural Network (Specific Model)	11	0.889	77111	298.7641597028784	2167914	0.35	2154	44	162910	None
GCA_047382805.1_ASM4738280v1_genomic	100.0	0.45	Neural Network (Specific Model)	11	0.889	214994	300.71718672610206	2045317	0.35	2019	25	371290	None
GCA_047385865.1_ASM4738586v1_genomic	100.0	0.29	Neural Network (Specific Model)	11	0.892	234795	301.96868686868686	2006855	0.35	1980	14	530493	None
GCA_047387645.1_ASM4738764v1_genomic	100.0	0.13	Neural Network (Specific Model)	11	0.89	79969	295.37756052141526	2134972	0.36	2148	44	228087	None
GCA_047389905.1_ASM4738990v1_genomic	100.0	0.08	Neural Network (Specific Model)	11	0.888	389915	305.81525241675615	1921397	0.35	1862	24	723703	None
GCA_049947405.1_PDT002734380.1_genomic	100.0	0.18	Neural Network (Specific Model)	11	0.891	243712	298.7880434782609	2032548	0.35	2024	30	472147	None
GCA_050391885.1_PDT002768976.1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.893	87478	300.8629936616285	2069230	0.35	2051	45	289980	None
GCA_050392345.1_PDT002768862.1_genomic	100.0	0.57	Neural Network (Specific Model)	11	0.894	64482	305.4243614931238	2083511	0.35	2036	74	112034	None
GCA_051430205.1_PDT002839074.1_genomic	100.0	8.94	Neural Network (Specific Model)	11	0.892	374463	304.9629290617849	2238753	0.35	2185	12	538131	None
GCA_051616895.1_PDT002855914.1_genomic	100.0	0.43	Neural Network (Specific Model)	11	0.889	191155	297.8914365933552	2144336	0.35	2137	21	497753	None
GCA_051696305.1_PDT002846178.1_genomic	100.0	5.09	Neural Network (Specific Model)	11	0.891	125149	300.0230479774224	2144481	0.35	2126	34	333901	None
GCA_051864735.1_PDT002869238.1_genomic	100.0	0.24	Neural Network (Specific Model)	11	0.891	82589	299.0426742532006	2120439	0.35	2109	58	195385	None
GCA_051950975.1_ASM5195097v1_genomic	100.0	0.2	Neural Network (Specific Model)	11	0.889	221953	296.9981609195402	2175527	0.36	2175	31	330390	None
GCA_052146235.1_ASM5214623v1_genomic	100.0	0.15	Neural Network (Specific Model)	11	0.894	41142	300.0490148966843	2091826	0.35	2081	95	157917	None
GCA_052440235.1_PDT002905984.1_genomic	100.0	0.37	Neural Network (Specific Model)	11	0.901	16312	298.78656503096715	2083585	0.36	2099	272	55925	None
GCA_052441185.1_PDT002905975.1_genomic	100.0	0.39	Neural Network (Specific Model)	11	0.892	63750	302.0009765625	2077239	0.35	2048	65	185966	None
GCA_052475055.1_PDT002909762.1_genomic	100.0	1.63	Neural Network (Specific Model)	11	0.891	91709	299.48818897637796	2045661	0.35	2032	56	165933	None
GCA_052478105.1_PDT002909616.1_genomic	100.0	0.19	Neural Network (Specific Model)	11	0.892	118333	300.8220640569395	1987342	0.35	1967	41	260503	None
GCA_052523185.1_PDT002911854.1_genomic	100.0	0.18	Neural Network (Specific Model)	11	0.892	88336	299.3905870936439	2070831	0.35	2061	47	260538	None
GCA_052524385.1_PDT002911790.1_genomic	100.0	0.19	Neural Network (Specific Model)	11	0.892	118389	301.66260781329277	1995853	0.35	1971	39	280687	None
GCA_052524805.1_PDT002911767.1_genomic	100.0	0.19	Neural Network (Specific Model)	11	0.892	94059	295.65865384615387	2063534	0.35	2080	46	244032	None
GCA_052538155.1_PDT002914699.1_genomic	100.0	16.09	Neural Network (Specific Model)	11	0.894	249052	302.97755834829445	2261283	0.35	2228	27	650179	None
GCA_052786625.1_ASM5278662v1_genomic	100.0	0.13	Neural Network (Specific Model)	11	0.892	24719	294.1382446566621	2171724	0.36	2199	160	58278	None
GCA_053549865.1_ASM5354986v1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.888	115542	294.0913393279697	2096321	0.35	2113	43	260971	None
GCA_053549895.1_ASM5354989v1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.889	98959	296.1659302896416	2032362	0.35	2037	50	260811	None
GCA_053823395.1_PDT003010013.1_genomic	100.0	0.37	Neural Network (Specific Model)	11	0.896	24901	301.6646942800789	2046070	0.35	2028	142	75439	None
GCA_054847945.1_ASM5484794v1_genomic	100.0	0.55	Neural Network (Specific Model)	11	0.88	2262479	298.98155645524065	2262479	0.36	2223	1	2262479	None
GCA_055670205.1_ASM5567020v1_genomic	100.0	0.13	Neural Network (Specific Model)	11	0.888	124212	298.87205387205387	2094403	0.35	2079	36	280737	None
GCA_900073305.1_SA34_genomic	100.0	0.74	Neural Network (Specific Model)	11	0.89	34835	287.31284916201116	2248014	0.36	2327	228	111583	None
GCA_900073785.1_SA95_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.891	40158	293.64318389752975	2157785	0.36	2186	162	138701	None
GCA_900155855.1_BM110_genomic	100.0	0.16	Neural Network (Specific Model)	11	0.876	2170276	292.8487782388197	2170276	0.36	2169	1	2170276	None
GCA_900458985.1_55433_B01_genomic	100.0	0.17	Neural Network (Specific Model)	11	0.873	1696671	301.38842157347847	2089861	0.36	2021	3	1696671	None
GCF_000290395.1_ASM29039v1_genomic	100.0	0.13	Neural Network (Specific Model)	11	0.89	126946	295.72922776148584	2035312	0.35	2046	32	262610	None
GCF_000310705.1_ASM31070v1_genomic	100.0	0.76	Neural Network (Specific Model)	11	0.894	142266	299.07598499061913	2135377	0.35	2132	43	257057	None
GCF_000311165.1_ASM31116v1_genomic	100.0	0.18	Neural Network (Specific Model)	11	0.892	150900	296.8000934142924	2132898	0.35	2141	25	321209	None
GCF_001017835.1_ASM101783v1_genomic	99.96	0.42	Neural Network (Specific Model)	11	0.891	116322	301.2933863749378	2035851	0.35	2011	27	515674	None
GCF_001398915.1_Mother11_genomic	100.0	0.13	Neural Network (Specific Model)	11	0.892	84596	295.09375	2122955	0.35	2144	73	244050	None
GCF_001399355.1_Child18_genomic	100.0	0.07	Neural Network (Specific Model)	11	0.891	113284	301.83533533533534	2027662	0.35	1998	56	410959	None
GCF_014875125.1_ASM1487512v1_genomic	99.99	1.16	Neural Network (Specific Model)	11	0.891	67047	302.10951156812337	1976448	0.35	1945	61	265084	None
GCF_021461145.1_ASM2146114v1_genomic	100.0	0.41	Neural Network (Specific Model)	11	0.879	2024578	307.4740704500978	2142128	0.36	2044	2	2024578	None
GCF_042687225.1_ASM4268722v1_genomic	99.91	0.01	Neural Network (Specific Model)	11	0.892	40900	296.2216494845361	1928987	0.35	1940	115	149080	None
GCF_042687405.1_ASM4268740v1_genomic	100.0	0.17	Neural Network (Specific Model)	11	0.886	186755	286.44573283859	2086163	0.35	2156	181	256832	None
GCF_054402395.1_ASM5440239v1_genomic	100.0	0.22	Neural Network (Specific Model)	11	0.883	2144885	297.6490917146655	2276955	0.36	2257	6	2144885	None
GCF_900073565.1_SA232_genomic	100.0	0.37	Neural Network (Specific Model)	11	0.893	28823	286.38318965517243	2227174	0.36	2320	246	111523	None
GCF_949789875.1_23495_7_287_h_nanopore_genomic	100.0	0.11	Neural Network (Specific Model)	11	0.881	2328908	298.4700260642919	2334948	0.36	2302	3	2328908	None
GCA_000290475.1_ASM29047v1_genomic	100.0	0.13	Neural Network (Specific Model)	11	0.889	84298	300.7584128578604	2018503	0.35	1991	40	361643	None
GCA_001693835.1_ASM169383v1_genomic	100.0	0.13	Neural Network (Specific Model)	11	0.891	212064	298.8841121495327	2151308	0.35	2140	55	525046	None
GCA_002266865.1_ASM226686v1_genomic	99.98	0.17	Neural Network (Specific Model)	11	0.886	181163	289.10400866738894	1803751	0.35	1846	30	330092	None
GCA_002278775.1_ASM227877v1_genomic	100.0	0.27	Neural Network (Specific Model)	11	0.888	124376	299.55941320293397	2065356	0.35	2045	31	523989	None
GCA_002812445.1_ASM281244v1_genomic	100.0	0.48	Neural Network (Specific Model)	11	0.876	2116769	293.06578324656886	2116769	0.35	2113	1	2116769	None
GCA_002881375.1_ASM288137v1_genomic	99.96	2.14	Neural Network (Specific Model)	11	0.872	1856590	289.6995179432244	1856590	0.35	1867	1	1856590	None
GCA_003992515.1_ASM399251v1_genomic	83.84	0.08	Neural Network (Specific Model)	11	0.899	244229	305.41923774954626	1682287	0.35	1653	10	382725	None
GCA_015556005.1_ASM1555600v1_genomic	100.0	0.31	Neural Network (Specific Model)	11	0.887	141757	301.95837366892545	2107471	0.35	2066	29	341403	None
GCA_020980245.1_ASM2098024v1_genomic	99.81	3.34	Neural Network (Specific Model)	11	0.915	2263	245.79390296264492	1873385	0.36	2329	1181	30623	None
GCA_020983585.1_ASM2098358v1_genomic	100.0	0.26	Neural Network (Specific Model)	11	0.888	57324	298.34002006018056	2007084	0.35	1994	126	111912	None
GCA_029524895.1_ASM2952489v1_genomic	100.0	0.16	Neural Network (Specific Model)	11	0.891	92020	301.9380657455931	2129712	0.35	2099	42	260528	None
GCA_029528355.1_ASM2952835v1_genomic	100.0	0.08	Neural Network (Specific Model)	11	0.891	91887	298.77311725452813	2107661	0.35	2098	65	223176	None
GCA_029529085.1_ASM2952908v1_genomic	100.0	0.07	Neural Network (Specific Model)	11	0.89	91887	303.271186440678	2047287	0.35	2006	44	223100	None
GCA_030225105.1_ASM3022510v1_genomic	100.0	0.38	Neural Network (Specific Model)	11	0.886	263607	302.4924866698982	2108471	0.35	2063	35	480626	None
GCA_031203715.1_ASM3120371v1_genomic	100.0	0.49	Neural Network (Specific Model)	11	0.878	2225031	302.03194444444443	2225031	0.36	2160	1	2225031	None
GCA_034336785.1_PDT001905559.1_genomic	100.0	0.64	Neural Network (Specific Model)	11	0.892	155553	304.1205840791333	2167680	0.35	2123	28	277265	None
GCA_034338335.1_PDT001879428.1_genomic	100.0	0.32	Neural Network (Specific Model)	11	0.891	232997	301.5544904137235	2009622	0.35	1982	25	428157	None
GCA_034340125.1_PDT001879340.1_genomic	100.0	0.14	Neural Network (Specific Model)	11	0.893	233043	299.46853146853147	2012025	0.35	2002	23	428089	None
GCA_034342475.1_PDT001879223.1_genomic	100.0	0.34	Neural Network (Specific Model)	11	0.891	243416	295.93487698986974	2062144	0.35	2073	38	472146	None
GCA_034344965.1_PDT001879020.1_genomic	100.0	0.08	Neural Network (Specific Model)	11	0.891	124501	301.8668032786885	1981744	0.35	1952	38	260088	None
GCA_034347765.1_PDT001878881.1_genomic	100.0	0.38	Neural Network (Specific Model)	11	0.893	96930	305.32444444444445	2072908	0.35	2025	32	247320	None
